"","datetime","site","SY","DOSY","Obs_alb","NSWIR_alb","VIS_alb","depth_m","depth_diff_m","Tavg_C","numDE","CLASS_alb","VFSA_alb"
"365",2007-11-01 04:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2007-11-01 05:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2007-11-01 06:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2007-11-01 07:00:00,"SBSP","SY2008",62,0.63,0.6,0.683459787556905,0,-0.01,-5.433,0,0.2,0.2
"369",2007-11-01 08:00:00,"SBSP","SY2008",62,0.59,0.53,0.659722222222222,0,0,-3,0,0.2,0.2
"370",2007-11-01 09:00:00,"SBSP","SY2008",62,0.57,0.58,0.552098408104197,0,0,-1.821,0,0.2,0.2
"371",2007-11-01 10:00:00,"SBSP","SY2008",62,0.55,0.56,0.545864661654135,0,0,-1.5985,0,0.2,0.2
"372",2007-11-01 11:00:00,"SBSP","SY2008",62,0.54,0.49,0.59719046063378,0,0,-0.5605,0,0.2,0.2
"373",2007-11-01 12:00:00,"SBSP","SY2008",62,0.53,0.48,0.578895463510848,0,0,0.4515,0,0.2,0.2
"374",2007-11-01 13:00:00,"SBSP","SY2008",62,0.52,0.48,0.567025089605735,0,0,0.718,0,0.2,0.2
"375",2007-11-01 14:00:00,"SBSP","SY2008",62,0.56,0.48,0.646527012127894,0,0,1.288,0,0.2,0.2
"376",2007-11-01 15:00:00,"SBSP","SY2008",62,0.55,0.53,0.573,0,0,0.466,0,0.2,0.2
"377",2007-11-01 16:00:00,"SBSP","SY2008",62,0.65,0.99,0.561764705882353,0,0,-1.0885,0,0.2,0.2
"378",2007-11-01 17:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2007-11-01 18:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2007-11-01 19:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2007-11-01 20:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2007-11-01 21:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2007-11-01 22:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2007-11-01 23:00:00,"SBSP","SY2008",62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2007-11-02 00:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2007-11-02 01:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2007-11-02 02:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2007-11-02 03:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2007-11-02 04:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2007-11-02 05:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2007-11-02 06:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2007-11-02 07:00:00,"SBSP","SY2008",63,0.59,0.56,0.634761120263591,0,-0.01,-6.8055,0,0.2,0.2
"393",2007-11-02 08:00:00,"SBSP","SY2008",63,0.54,0.49,0.606241699867198,0,0,-4.7105,0,0.2,0.2
"394",2007-11-02 09:00:00,"SBSP","SY2008",63,0.52,0.54,0.499810964083176,0,0,-1.7815,0,0.2,0.2
"395",2007-11-02 10:00:00,"SBSP","SY2008",63,0.51,0.53,0.490612496152663,NA,0,-0.2705,0,0.204975083125416,0.2
"396",2007-11-02 11:00:00,"SBSP","SY2008",63,0.51,0.47,0.557539050047816,0,0,0.925,0,0.2,0.2
"397",2007-11-02 12:00:00,"SBSP","SY2008",63,0.51,0.47,0.555087491898898,0,0,-0.053,0,0.2,0.2
"398",2007-11-02 13:00:00,"SBSP","SY2008",63,0.5,0.46,0.546696197858989,0,0,0.902,0,0.2,0.2
"399",2007-11-02 14:00:00,"SBSP","SY2008",63,0.61,0.47,0.913246268656717,0.01,0.01,0.9525,0,0.84,0.331033423959652
"400",2007-11-02 15:00:00,"SBSP","SY2008",63,0.49,0.46,0.531191588785047,0.01,0,0.5165,0,0.836616943474717,0.330379892031199
"401",2007-11-02 16:00:00,"SBSP","SY2008",63,0.56,0.56,0.562886597938144,0.01,0,-1.11,0,0.835257582174463,0.329729619606838
"402",2007-11-02 17:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2007-11-02 18:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2007-11-02 19:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2007-11-02 20:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2007-11-02 21:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2007-11-02 22:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2007-11-02 23:00:00,"SBSP","SY2008",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2007-11-03 00:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2007-11-03 01:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2007-11-03 02:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2007-11-03 03:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2007-11-03 04:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2007-11-03 05:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2007-11-03 06:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2007-11-03 07:00:00,"SBSP","SY2008",64,0.59,0.56,0.623190789473685,0,0,-4.2625,0,0.2,0.2
"417",2007-11-03 08:00:00,"SBSP","SY2008",64,0.53,0.48,0.589167767503302,0,0,-1.9975,0,0.2,0.2
"418",2007-11-03 09:00:00,"SBSP","SY2008",64,0.51,0.53,0.481329350261389,0,0,0.774,0,0.2,0.2
"419",2007-11-03 10:00:00,"SBSP","SY2008",64,0.49,0.51,0.473797780517879,0,0,1.9025,0,0.2,0.2
"420",2007-11-03 11:00:00,"SBSP","SY2008",64,0.49,0.46,0.535622593068036,0,0,3.066,0,0.2,0.2
"421",2007-11-03 12:00:00,"SBSP","SY2008",64,0.49,0.46,0.534090909090909,0,0,3.0485,0,0.2,0.2
"422",2007-11-03 13:00:00,"SBSP","SY2008",64,0.49,0.46,0.528002947678703,0.01,0.01,3.176,0,0.84,0.2
"423",2007-11-03 14:00:00,"SBSP","SY2008",64,0.63,0.46,1.14137214137214,0.01,0,3.7295,0,0.836616943474717,0.2
"424",2007-11-03 15:00:00,"SBSP","SY2008",64,0.44,0.42,0.464090909090909,0.02,0.01,3.186,0,0.84,0.2
"425",2007-11-03 16:00:00,"SBSP","SY2008",64,0.69,NA,0.690179806362379,0,-0.02,1.866,0,0.2,0.2
"426",2007-11-03 17:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",2007-11-03 18:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",2007-11-03 19:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",2007-11-03 20:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",2007-11-03 21:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",2007-11-03 22:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",2007-11-03 23:00:00,"SBSP","SY2008",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2007-11-04 00:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2007-11-04 01:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2007-11-04 02:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",2007-11-04 03:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2007-11-04 04:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",2007-11-04 05:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2007-11-04 06:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2007-11-04 07:00:00,"SBSP","SY2008",65,0.57,0.55,0.600506756756757,0.01,0,-0.3685,0,0.838606976724883,0.330379892031199
"441",2007-11-04 08:00:00,"SBSP","SY2008",65,0.51,0.47,0.56283422459893,0,-0.01,0.5005,0,0.2,0.2
"442",2007-11-04 09:00:00,"SBSP","SY2008",65,0.49,0.52,0.459722742600225,0,0,1.6865,0,0.2,0.2
"443",2007-11-04 10:00:00,"SBSP","SY2008",65,0.48,0.5,0.454545454545455,0,0,2.312,0,0.2,0.2
"444",2007-11-04 11:00:00,"SBSP","SY2008",65,0.48,0.45,0.512605042016807,0,0,3.3675,0,0.2,0.2
"445",2007-11-04 12:00:00,"SBSP","SY2008",65,0.48,0.45,0.515589104036758,0,0,4.285,0,0.2,0.2
"446",2007-11-04 13:00:00,"SBSP","SY2008",65,0.47,0.45,0.50902394106814,0,0,4.3815,0,0.2,0.2
"447",2007-11-04 14:00:00,"SBSP","SY2008",65,0.61,0.45,1.08556701030928,0,0,4.145,0,0.2,0.2
"448",2007-11-04 15:00:00,"SBSP","SY2008",65,0.42,0.4,0.439804191525164,0,0,4.042,0,0.2,0.2
"449",2007-11-04 16:00:00,"SBSP","SY2008",65,0.64,NA,0.639446366782007,0,0,2.4045,0,0.2,0.2
"450",2007-11-04 17:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",2007-11-04 18:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",2007-11-04 19:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",2007-11-04 20:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",2007-11-04 21:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",2007-11-04 22:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2007-11-04 23:00:00,"SBSP","SY2008",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",2007-11-05 00:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",2007-11-05 01:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",2007-11-05 02:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",2007-11-05 03:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",2007-11-05 04:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",2007-11-05 05:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",2007-11-05 06:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",2007-11-05 07:00:00,"SBSP","SY2008",66,0.55,0.54,0.561605584642234,0,0,-2.7455,0,0.2,0.2
"465",2007-11-05 08:00:00,"SBSP","SY2008",66,0.49,0.46,0.525238744884038,0,0,0.7105,0,0.2,0.2
"466",2007-11-05 09:00:00,"SBSP","SY2008",66,0.47,0.5,0.434532924961715,0,0,3.0985,0,0.2,0.2
"467",2007-11-05 10:00:00,"SBSP","SY2008",66,0.46,0.49,0.432432432432432,0,0,3.705,0,0.2,0.2
"468",2007-11-05 11:00:00,"SBSP","SY2008",66,0.46,0.44,0.488021004266492,0,0,5.576,0,0.2,0.2
"469",2007-11-05 12:00:00,"SBSP","SY2008",66,0.47,0.44,0.491781722550953,0,0,5.5665,0,0.2,0.2
"470",2007-11-05 13:00:00,"SBSP","SY2008",66,0.46,0.44,0.487677371172517,0,0,4.8105,0,0.2,0.2
"471",2007-11-05 14:00:00,"SBSP","SY2008",66,0.59,0.44,1.03336809176225,0,0,5.0295,0,0.2,0.2
"472",2007-11-05 15:00:00,"SBSP","SY2008",66,0.41,0.39,0.424481261058388,NA,0,5.4485,0,0.20298504987525,0.2
"473",2007-11-05 16:00:00,"SBSP","SY2008",66,0.62,NA,0.622142857142857,0.01,0,4.107,0,0.205940398007973,0.2
"474",2007-11-05 17:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",2007-11-05 18:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",2007-11-05 19:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",2007-11-05 20:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",2007-11-05 21:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",2007-11-05 22:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2007-11-05 23:00:00,"SBSP","SY2008",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2007-11-06 00:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",2007-11-06 01:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",2007-11-06 02:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",2007-11-06 03:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",2007-11-06 04:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",2007-11-06 05:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",2007-11-06 06:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",2007-11-06 07:00:00,"SBSP","SY2008",67,0.51,0.51,0.519273127753304,0,-0.02,-2.1685,0,0.2,0.2
"489",2007-11-06 08:00:00,"SBSP","SY2008",67,0.48,0.46,0.504347826086956,0,0,-0.5085,0,0.2,0.2
"490",2007-11-06 09:00:00,"SBSP","SY2008",67,0.47,0.52,0.420974155069583,0,0,1.6175,0,0.2,0.2
"491",2007-11-06 10:00:00,"SBSP","SY2008",67,0.46,0.48,0.434191176470588,0,0,2.155,0,0.2,0.2
"492",2007-11-06 11:00:00,"SBSP","SY2008",67,0.46,0.44,0.474966622162884,0,0,2.647,0,0.2,0.2
"493",2007-11-06 12:00:00,"SBSP","SY2008",67,0.46,0.44,0.4789826916284,0,0,3.3005,0,0.2,0.2
"494",2007-11-06 13:00:00,"SBSP","SY2008",67,0.46,0.44,0.47866927592955,0,0,4.2365,0,0.2,0.2
"495",2007-11-06 14:00:00,"SBSP","SY2008",67,0.55,0.44,0.783269961977186,0,0,3.979,0,0.2,0.2
"496",2007-11-06 15:00:00,"SBSP","SY2008",67,0.43,0.42,0.433812341504649,0,0,2.7865,0,0.2,0.2
"497",2007-11-06 16:00:00,"SBSP","SY2008",67,0.56,NA,NA,0.02,0.02,2.356,0,0.84,0.33347761103033
"498",2007-11-06 17:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",2007-11-06 18:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",2007-11-06 19:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",2007-11-06 20:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",2007-11-06 21:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",2007-11-06 22:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",2007-11-06 23:00:00,"SBSP","SY2008",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",2007-11-07 00:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",2007-11-07 01:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",2007-11-07 02:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",2007-11-07 03:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",2007-11-07 04:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",2007-11-07 05:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",2007-11-07 06:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",2007-11-07 07:00:00,"SBSP","SY2008",68,0.53,0.53,0.535580524344569,0.02,0.01,-1.0675,0,0.84,0.436083099068183
"513",2007-11-07 08:00:00,"SBSP","SY2008",68,0.47,0.45,0.503491620111732,0.02,0,-0.0825,0,0.838606976724883,0.434905629699325
"514",2007-11-07 09:00:00,"SBSP","SY2008",68,0.45,0.49,0.410562837316885,0.02,0,0.531,0,0.835237781012779,0.433734032983443
"515",2007-11-07 10:00:00,"SBSP","SY2008",68,0.44,0.47,0.411932719771501,0.01,-0.01,1.298,0,0.831902109358142,0.43256827963056
"516",2007-11-07 11:00:00,"SBSP","SY2008",68,0.44,0.43,0.462190573075619,0.01,0,1.9925,0,0.828599628191027,0.431408340496781
"517",2007-11-07 12:00:00,"SBSP","SY2008",68,0.45,0.43,0.461702127659574,0.01,0,2.7975,0,0.825330007260565,0.430254186583566
"518",2007-11-07 13:00:00,"SBSP","SY2008",68,0.44,0.43,0.462118041021348,0,-0.01,3.7015,0,0.2,0.2
"519",2007-11-07 14:00:00,"SBSP","SY2008",68,0.51,0.42,0.681347150259068,0,0,3.9635,0,0.2,0.2
"520",2007-11-07 15:00:00,"SBSP","SY2008",68,0.38,0.37,0.39246045102659,0.01,0.01,4.0955,0,0.84,0.2
"521",2007-11-07 16:00:00,"SBSP","SY2008",68,0.59,NA,0.587667161961367,0,-0.01,3.206,0,0.2,0.2
"522",2007-11-07 17:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",2007-11-07 18:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",2007-11-07 19:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",2007-11-07 20:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",2007-11-07 21:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",2007-11-07 22:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",2007-11-07 23:00:00,"SBSP","SY2008",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",2007-11-08 00:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",2007-11-08 01:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",2007-11-08 02:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",2007-11-08 03:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",2007-11-08 04:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",2007-11-08 05:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",2007-11-08 06:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2007-11-08 07:00:00,"SBSP","SY2008",69,0.52,0.52,0.514003944773175,0.02,0,-0.809,0,0.834510521481325,0.572314195982164
"537",2007-11-08 08:00:00,"SBSP","SY2008",69,0.46,0.44,0.482029598308668,0.02,0,-0.2385,0,0.8331721194301,0.570457271182843
"538",2007-11-08 09:00:00,"SBSP","SY2008",69,0.44,0.48,0.394046220133177,0.02,0,0.5305,0,0.829857001451628,0.568609607834597
"539",2007-11-08 10:00:00,"SBSP","SY2008",69,0.43,0.46,0.39422150882825,0.02,0,1.2085,0,0.826574869448184,0.566771159745744
"540",2007-11-08 11:00:00,"SBSP","SY2008",69,0.43,0.42,0.444297082228117,0.01,-0.01,1.6735,0,0.823325395203831,0.564941880954988
"541",2007-11-08 12:00:00,"SBSP","SY2008",69,0.44,0.43,0.445971036019309,0.01,0,2.596,0,0.820108253768437,0.563121725730264
"542",2007-11-08 13:00:00,"SBSP","SY2008",69,0.43,0.42,0.444144144144144,0,-0.01,3.569,0,0.2,0.2
"543",2007-11-08 14:00:00,"SBSP","SY2008",69,0.55,0.42,0.847497089639115,0.01,0.01,3.799,0,0.84,0.2
"544",2007-11-08 15:00:00,"SBSP","SY2008",69,0.4,0.4,0.395626921762897,0.01,0,3.089,0,0.836616943474717,0.2
"545",2007-11-08 16:00:00,"SBSP","SY2008",69,0.55,NA,NA,0,-0.01,2.337,0,0.2,0.2
"546",2007-11-08 17:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",2007-11-08 18:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",2007-11-08 19:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",2007-11-08 20:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2007-11-08 21:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",2007-11-08 22:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2007-11-08 23:00:00,"SBSP","SY2008",69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",2007-11-09 00:00:00,"SBSP","SY2008",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",2007-11-09 01:00:00,"SBSP","SY2008",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",2007-11-09 02:00:00,"SBSP","SY2008",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",2007-11-09 03:00:00,"SBSP","SY2008",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",2007-11-09 04:00:00,"SBSP","SY2008",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",2007-11-09 05:00:00,"SBSP","SY2008",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2007-11-09 06:00:00,"SBSP","SY2008",70,0.86,NA,NA,0.01,-0.01,-2.7865,0,0.837227814262946,0.507855236661122
"560",2007-11-09 07:00:00,"SBSP","SY2008",70,0.49,0.49,0.48414442700157,0.02,0.01,-2.5375,0,0.84,0.5744169964533
